,ad_id,cumulative_roas_actual,cumulative_roas_predicted,MAE,RMSE
0,120203732424570410,4.984912572623042,5.444853368073523,0.3121872156567855,0.4127643047300576
1,120203732425470410,3.3094016643947493,5.595092114362686,0.5086860231017811,0.6121473099349221
2,120203767830350410,3.0350922310167596,4.269674437348546,0.3307331416830294,0.4487848359147688
3,120203767830570410,4.6056906768285675,2.82377446300808,0.3836642996065156,0.6903646667313467
4,120203767830810410,2.7863894060995364,2.563354389907417,0.24893946429195837,0.29394746511469955
5,120203767831190410,2.180064393260336,3.687542741268574,0.2584259078610021,0.35542422053564643
6,120203767836830410,3.9513950549228167,4.211188317290057,0.27326538253272364,0.32897173709484007
7,120203767837550410,3.406714936538367,2.7122924698657025,0.1694831542549181,0.1803277970917528
8,120203767837800410,0.8537640685671986,1.6739541024759526,0.3377719170316847,0.38194089555786404
9,120203894749970410,5.466263709659679,4.677135333307329,0.22274100561248208,0.2886089649890274
10,120203894749990410,2.9907499314155404,3.994207711060394,0.4379208840205823,0.5264188076562393
11,120203894754040410,4.62518219715495,4.642377807410805,0.4421578500804365,0.6196807449493084
12,120203894762250410,3.541502011604473,5.195755628531658,0.25445122187112246,0.32246255522720096
13,120203894762270410,2.4710170881856746,2.980841544338098,0.22028803420372398,0.24920765525911437
14,120203894778090410,6.039517247048863,6.518757596483124,0.34222562396591255,0.4179840299969022
15,120203919081610410,4.395170417738719,6.0640115315828105,0.2701519051523305,0.34688418177203617
16,120203919082490410,2.8948919919483354,2.8622237816870832,0.3562697021052457,0.39362361847694666
17,120203919090900410,2.6386068431934278,2.649409659733793,0.10482022709855914,0.1244639553931003
18,120203919112860410,2.4634364383879643,3.001152002997827,0.202361616753114,0.2316474806861821
19,120203919168020410,1.9180316390843601,2.3651306726569676,0.09564570469424315,0.10944619648849811
20,120203946780820410,3.6457613894045866,2.988688899607951,0.20552053137837598,0.22789620491285595
21,120203946784240410,4.107185410309691,3.838433692044433,0.38198200018210365,0.4534913769375829
22,120203946785040410,6.241005610704268,3.4319071379575172,0.49333119719108687,0.6337639341497154
23,120203946785050410,1.6156830331189425,3.074670560490688,0.3092784833024434,0.3621992249471506
24,120203946810800410,2.4140090421539964,2.876503754237188,0.19995577098732642,0.2589137229666453
25,120203946812840410,2.57935530726062,3.081792443905912,0.15816998126851,0.1643339998114309
26,120203946836470410,3.0817502953316787,4.017844986469423,0.24446693273597328,0.3406472684354857
27,120203979461140410,3.9414554943903415,3.2529575226830896,0.3868767099586459,0.4364696225185072
28,120203979465420410,6.171544031188294,5.679025413985616,0.24285713032272996,0.2806100953290727
29,120203979465700410,3.5173386728089557,2.8693450302508485,0.20890560961620178,0.28981734382569724
30,120203979493050410,3.37636494955447,2.723176591786847,0.22298946767425543,0.3094281495080575
31,120204216460140410,3.418234631233931,3.719496271802207,0.11144631109455558,0.1546787554937302
32,120204216465640410,4.929362042376478,4.717718249288338,0.13875638393075893,0.165974811964278
33,120204217159920410,3.698582089557867,3.347573371147418,0.2072918901347694,0.2464190070665785
34,120204217172420410,3.254230915176559,2.80711949805593,0.1399291146829013,0.1548758350554239
35,120204217172770410,3.431549108758425,3.177420950954067,0.12047026725929817,0.13037861651364158
36,120204217173140410,1.237877531646343,1.9255360404271666,0.15781155040276035,0.21301798485262333
37,120204217906360410,3.8800673731736035,4.609416739676347,0.15972098373237426,0.19551835909838391
38,120204217914670410,3.842176058815093,4.625552433477323,0.1777551614502318,0.25776429023436703
39,120204222481350410,3.3448503612653764,3.3570618556157132,0.13745504138588305,0.16102148027460975
40,120204222481760410,4.567768249181597,3.7351305491291855,0.21523302476884673,0.29370018778541745
41,120204222481880410,2.599146962355289,2.9973885106099223,0.19639542495705495,0.21478169780464718
42,120204222482270410,4.626051074841082,4.108779912295811,0.2059480451292271,0.23050913681823135
43,120204222484630410,2.603656557268721,2.6567427744869434,0.1065503708696014,0.13741149365679717
