,ad_id,cumulative_roas_actual,cumulative_roas_predicted,MAE,RMSE
0,120203732424570410,4.984912572623042,5.095623527676632,0.3283589922171064,0.39559878694642464
1,120203732425470410,3.3094016643947493,4.298116854039058,0.3335340318410613,0.4194784064811891
2,120203767830350410,3.0350922310167596,3.8195862924815245,0.3065593788342295,0.3670950344111408
3,120203767830570410,4.6056906768285675,3.4456726045263726,0.4563904196718947,0.7254923117871872
4,120203767830810410,2.7863894060995364,3.1314074691130367,0.3189019751197966,0.335069614663607
5,120203767831190410,2.180064393260336,4.042581299224071,0.28949304745617754,0.3326803934121485
6,120203767836830410,3.9513950549228167,4.616310581716517,0.20701595913414264,0.23935851690810855
7,120203767837550410,3.406714936538367,3.5866324083427763,0.21129721354784103,0.22244481130101543
8,120203767837800410,0.8537640685671986,2.5241105442566085,0.372998842559657,0.41360100041938347
9,120203894749970410,5.466263709659679,4.901374996462087,0.2104048285494229,0.27843632551078884
10,120203894749990410,2.9907499314155404,3.0247081722095475,0.33457611569651413,0.4514717252005655
11,120203894754040410,4.62518219715495,4.594101167921625,0.4685694884662366,0.6363001258336751
12,120203894762250410,3.541502011604473,4.2667403867598015,0.20724148514077254,0.24861874903322514
13,120203894762270410,2.4710170881856746,2.7759913588366385,0.15026496053601118,0.1608364253069246
14,120203894778090410,6.039517247048863,5.203953136687745,0.3187380291825055,0.3963115072295547
15,120203919081610410,4.395170417738719,4.310180135509718,0.15698856363314653,0.20809655346811654
16,120203919082490410,2.8948919919483354,3.114694617654988,0.33951203973105387,0.35628994452562035
17,120203919090900410,2.6386068431934278,3.515300167172422,0.15004026791344746,0.17041293735459698
18,120203919112860410,2.4634364383879643,3.1482513351937333,0.22111430546742375,0.24573290661558467
19,120203919168020410,1.9180316390843601,2.9830971813706184,0.19505478336349924,0.2010629820811883
20,120203946780820410,3.6457613894045866,3.3509625885718215,0.2675959094824809,0.30950614708981833
21,120203946784240410,4.107185410309691,3.707671374907507,0.35994373257491147,0.39957839801026873
22,120203946785040410,6.241005610704268,4.4429376323332885,0.39178133679554905,0.5066052074593235
23,120203946785050410,1.6156830331189425,2.977788529448875,0.26081504936863176,0.3017202661763275
24,120203946810800410,2.4140090421539964,2.9902016353557164,0.19945389114822745,0.2469437011239817
25,120203946812840410,2.57935530726062,3.1716482086059345,0.16548857485366852,0.20132529427858137
26,120203946836470410,3.0817502953316787,3.9700183602841825,0.16513112280731693,0.21645863374187582
27,120203979461140410,3.9414554943903415,3.9654668711086813,0.2728671321635621,0.33492356207369
28,120203979465420410,6.171544031188294,5.136696472899069,0.27509263350352314,0.34428939639058365
29,120203979465700410,3.5173386728089557,2.975274084221528,0.2494044033432871,0.3474623609963836
30,120203979493050410,3.37636494955447,3.770052836980013,0.3405908807422235,0.3930425755557789
31,120204216460140410,3.418234631233931,4.116332949972591,0.1550103520714062,0.16674271739344548
32,120204216465640410,4.929362042376478,4.762596504739182,0.13905426653748745,0.16846607878313158
33,120204217159920410,3.698582089557867,3.5211968104734357,0.18715358498945403,0.22466456529835702
34,120204217172420410,3.254230915176559,3.2408727485707844,0.09503019427799013,0.10854427014150435
35,120204217172770410,3.431549108758425,3.443769606277648,0.106203110355067,0.12114979609070349
36,120204217173140410,1.237877531646343,2.268909530812312,0.19660057128956634,0.21678826983613603
37,120204217906360410,3.8800673731736035,4.021051743578966,0.1097031089953212,0.12731253087164135
38,120204217914670410,3.842176058815093,4.107190940753318,0.11711350653412826,0.15898585812331872
39,120204222481350410,3.3448503612653764,3.6083796238873265,0.16239467425941784,0.18834468807045107
40,120204222481760410,4.567768249181597,4.217075221234187,0.23632537643710158,0.28288389028803634
41,120204222481880410,2.599146962355289,3.0878172329393334,0.15808934264814326,0.16278106590430147
42,120204222482270410,4.626051074841082,4.13693644306617,0.16682760222148763,0.19703450534047948
43,120204222484630410,2.603656557268721,3.133161762544432,0.1330893525894486,0.15757314341778733
