,eventdate,fb_created,campaign_end_date,campaign_duration,buyer_initials,buyer_name,account_currency,account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,job_type,fb_clicks_all,fb_impressions,fb_leads,fb_link_click,fb_spend,rev_clicks,gross_revenue,net_revenue,buy_side_ctr,roas,rpc,buy_side_cpm,cpc,rpp,cpp,contrib,budget,budget_type,status,countries,age_max,age_min,facebook_positions,locales,adset_schedule,lifetime_budget,"network_[""facebook"",""instagram""]","network_[""facebook""]","devices_[""mobile"",""desktop""]","devices_[""mobile""]"
10,2024-01-20,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,9,56,4,8,1.62,5,1.7555555555555555,1.58,0.160714,0.9753086419753086,0.1755555555555555,28.928571429,0.18,0.316,0.324,-0.04,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
11,2024-01-21,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,9,76,2,10,1.93,3,1.0,0.9,0.118421,0.4663212435233161,0.1,25.394736842,0.214444444444,0.3,0.643333333333,-1.0299999999999998,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
12,2024-01-22,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,13,75,5,14,1.91,6,1.4666666666666666,1.32,0.173333,0.6910994764397906,0.1015384615384615,25.466666667,0.146923076923,0.22,0.318333333333,-0.5899999999999999,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
13,2024-01-23,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,16,63,6,15,1.1,9,2.466666666666667,2.22,0.253968,2.018181818181818,0.13875,17.46031746,0.06875,0.2466666666666667,0.122222222222,1.12,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
14,2024-01-24,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,13,99,3,11,1.81,12,1.1888888888888889,1.07,0.131313,0.5911602209944752,0.0823076923076923,18.282828283,0.139230769231,0.0891666666666666,0.150833333333,-0.74,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
15,2024-01-25,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,17,140,7,17,3.59,9,2.111111111111111,1.9,0.121429,0.5292479108635098,0.1117647058823529,25.642857143,0.211176470588,0.2111111111111111,0.398888888889,-1.69,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
16,2024-01-26,2024-01-18 01:15:01+00:00,2024-01-26,8,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,10,72,5,10,1.68,8,1.1555555555555554,1.04,0.138889,0.6190476190476191,0.104,23.333333333,0.168,0.13,0.21,-0.6399999999999999,400,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
17,2024-01-18,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,5,107,3,5,1.81,2,2.055555555555556,1.85,0.046729,1.022099447513812,0.37,16.91588785,0.362,0.925,0.905,0.0399999999999998,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
18,2024-01-20,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,12,87,3,12,1.81,6,3.2666666666666666,2.94,0.137931,1.6243093922651932,0.245,20.804597701,0.150833333333,0.49,0.301666666667,1.13,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
19,2024-01-21,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,6,94,3,7,1.98,4,2.3777777777777778,2.14,0.06383,1.0808080808080809,0.3566666666666667,21.063829787,0.33,0.535,0.495,0.1600000000000001,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
20,2024-01-22,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,15,116,2,10,2.64,4,2.088888888888889,1.88,0.12931,0.7121212121212122,0.1253333333333333,22.75862069,0.176,0.47,0.66,-0.76,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
21,2024-01-23,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,10,142,5,9,3.769997,3,1.933333333333333,1.74,0.070423,0.4615388288107391,0.174,26.549274648,0.3769997,0.58,1.256665666667,-2.029997,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
22,2024-01-24,2024-01-18 01:15:01+00:00,2024-01-24,6,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,7,89,1,8,1.88,3,2.088888888888889,1.88,0.078652,1.0,0.2685714285714285,21.123595506,0.268571428571,0.6266666666666666,0.626666666667,0.0,298,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
23,2024-01-18,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,18,82,13,16,1.85,17,5.255555555555556,4.73,0.219512,2.5567567567567564,0.2627777777777778,22.56097561,0.102777777778,0.278235294117647,0.108823529412,2.8799999999999994,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
24,2024-01-19,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,16,88,5,16,1.74,9,3.322222222222222,2.99,0.181818,1.718390804597701,0.1868749999999999,19.772727273,0.10875,0.3322222222222222,0.193333333333,1.2499999999999998,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
25,2024-01-20,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,10,95,3,9,1.77,4,1.577777777777778,1.42,0.105263,0.8022598870056497,0.142,18.631578947,0.177,0.355,0.4425,-0.3500000000000001,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
26,2024-01-21,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,24,133,11,22,2.04,16,6.044444444444444,5.44,0.180451,2.666666666666667,0.2266666666666666,15.338345865,0.085,0.34,0.1275,3.4000000000000004,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
27,2024-01-22,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,26,189,7,26,2.83,11,2.855555555555555,2.57,0.137566,0.9081272084805652,0.0988461538461538,14.973544974,0.108846153846,0.2336363636363636,0.257272727273,-0.2600000000000002,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
28,2024-01-23,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,39,283,14,36,3.64,15,5.022222222222222,4.52,0.137809,1.2417582417582416,0.1158974358974358,12.862190813,0.093333333333,0.3013333333333333,0.242666666667,0.8799999999999994,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
29,2024-01-24,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,55,332,27,54,5.82,34,8.733333333333333,7.86,0.165663,1.350515463917526,0.1429090909090909,17.530120482,0.105818181818,0.2311764705882353,0.171176470588,2.04,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
30,2024-01-25,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,117,746,58,110,12.41,97,26.244444444444444,23.62,0.156836,1.903303787268332,0.2018803418803419,16.63538874,0.106068376068,0.2435051546391752,0.12793814433,11.21,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
31,2024-01-26,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,223,1400,92,208,23.5,161,38.33333333333333,34.5,0.159286,1.4680851063829787,0.1547085201793722,16.785714286,0.105381165919,0.2142857142857142,0.145962732919,11.0,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
32,2024-01-27,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,427,2976,213,403,51.3,267,66.66666666666667,60.0,0.143481,1.169590643274854,0.1405152224824356,17.237903226,0.120140515222,0.2247191011235955,0.192134831461,8.700000000000003,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
33,2024-01-28,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,922,6320,344,770,109.840002,515,139.38888888888889,125.45,0.145886,1.142115784011002,0.1360629067245119,17.379747152,0.11913232321,0.2435922330097087,0.213281557282,15.609998000000004,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
34,2024-01-29,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,1206,9052,379,874,145.95,529,145.7111111111111,131.14,0.13323,0.8985268927714972,0.1087396351575456,16.123508617,0.121019900498,0.2479017013232514,0.275897920605,-14.809999999999974,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
35,2024-01-30,2024-01-18 01:15:01+00:00,2024-02-07,20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,857,5705,342,761,123.39,538,140.48888888888888,126.44,0.150219,1.024718372639598,0.1475379229871645,21.628396144,0.143978996499,0.2350185873605948,0.229349442379,3.049999999999997,6016,DAILY,PAUSED,"[""US""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]",,0.0,False,True,False,True
